"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 31 23:46:41 GMT 2023","Fri Mar 31 23:46:41 GMT 2023","55","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkValueInColumn","checkValueInColumn(String, String) [4] Game Name, Checkers",""
"passed","Fri Mar 31 23:46:41 GMT 2023","Fri Mar 31 23:46:41 GMT 2023","39","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [7] Rating",""
"passed","Fri Mar 31 23:46:44 GMT 2023","Fri Mar 31 23:46:44 GMT 2023","24","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [19] Nov",""
"passed","Fri Mar 31 23:46:41 GMT 2023","Fri Mar 31 23:46:41 GMT 2023","110","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [9] Jan",""
"passed","Fri Mar 31 23:46:41 GMT 2023","Fri Mar 31 23:46:41 GMT 2023","43","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [6] Bank Balance",""
"passed","Fri Mar 31 23:46:42 GMT 2023","Fri Mar 31 23:46:43 GMT 2023","643","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [13] May",""
"passed","Fri Mar 31 23:46:41 GMT 2023","Fri Mar 31 23:46:41 GMT 2023","34","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [4] Game Name",""
"passed","Fri Mar 31 23:46:42 GMT 2023","Fri Mar 31 23:46:42 GMT 2023","30","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [11] Mar",""
"passed","Fri Mar 31 23:46:41 GMT 2023","Fri Mar 31 23:46:41 GMT 2023","52","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkValueInColumn","checkValueInColumn(String, String) [5] Bank Balance, $51,284",""
"passed","Fri Mar 31 23:46:42 GMT 2023","Fri Mar 31 23:46:42 GMT 2023","129","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [10] Feb",""
"passed","Fri Mar 31 23:46:40 GMT 2023","Fri Mar 31 23:46:40 GMT 2023","373","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkValueInColumn","checkValueInColumn(String, String) [2] Name, Kevin Hudson",""
"passed","Fri Mar 31 23:46:39 GMT 2023","Fri Mar 31 23:46:40 GMT 2023","537","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkValueInColumn","checkValueInColumn(String, String) [1] Name, Isabelle Black",""
"passed","Fri Mar 31 23:46:43 GMT 2023","Fri Mar 31 23:46:43 GMT 2023","28","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [17] Sep",""
"passed","Fri Mar 31 23:46:43 GMT 2023","Fri Mar 31 23:46:43 GMT 2023","673","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [16] Aug",""
"passed","Fri Mar 31 23:46:43 GMT 2023","Fri Mar 31 23:46:44 GMT 2023","828","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [18] Oct",""
"skipped","Fri Mar 31 23:46:44 GMT 2023","Fri Mar 31 23:46:44 GMT 2023","0","","com.safina.lyudmila.tests.ui.playwrightframework.tests.HomePageTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.HomePageTest","searchTest","searchTest(String)",""
"passed","Fri Mar 31 23:46:43 GMT 2023","Fri Mar 31 23:46:43 GMT 2023","28","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [14] Jun",""
"passed","Fri Mar 31 23:46:41 GMT 2023","Fri Mar 31 23:46:41 GMT 2023","33","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [5] Bought",""
"skipped","Fri Mar 31 23:46:44 GMT 2023","Fri Mar 31 23:46:44 GMT 2023","0","","com.safina.lyudmila.tests.ui.playwrightframework.tests.HomePageTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.HomePageTest","homePageTitleTest","homePageTitleTest()",""
"skipped","Fri Mar 31 23:46:44 GMT 2023","Fri Mar 31 23:46:44 GMT 2023","0","","com.safina.lyudmila.tests.ui.playwrightframework.tests.HomePageTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.HomePageTest","homePageURLTest","homePageURLTest()",""
"passed","Fri Mar 31 23:46:44 GMT 2023","Fri Mar 31 23:46:44 GMT 2023","34","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [20] Dec",""
"passed","Fri Mar 31 23:46:40 GMT 2023","Fri Mar 31 23:46:41 GMT 2023","453","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkValueInColumn","checkValueInColumn(String, String) [3] Game Name, Tablut",""
"passed","Fri Mar 31 23:46:41 GMT 2023","Fri Mar 31 23:46:41 GMT 2023","29","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [1] Name",""
"passed","Fri Mar 31 23:46:41 GMT 2023","Fri Mar 31 23:46:41 GMT 2023","35","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [3] Country",""
"passed","Fri Mar 31 23:46:41 GMT 2023","Fri Mar 31 23:46:41 GMT 2023","55","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [2] Language",""
"passed","Fri Mar 31 23:46:42 GMT 2023","Fri Mar 31 23:46:42 GMT 2023","316","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [12] Apr",""
"passed","Fri Mar 31 23:46:41 GMT 2023","Fri Mar 31 23:46:41 GMT 2023","29","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [8] Total Winnings",""
"passed","Fri Mar 31 23:46:43 GMT 2023","Fri Mar 31 23:46:43 GMT 2023","39","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [15] Jul",""
"broken","Fri Mar 31 23:46:08 GMT 2023","Fri Mar 31 23:46:23 GMT 2023","14495","","com.safina.lyudmila.tests.testcontainers.TestContainerDemoTest","","com.safina.lyudmila.tests.testcontainers.TestContainerDemoTest","mockServerTest","mockServerTest()",""
