"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 27 08:49:47 GMT 2022","Tue Dec 27 08:49:47 GMT 2022","35","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [3] Country",""
"passed","Tue Dec 27 08:49:48 GMT 2022","Tue Dec 27 08:49:48 GMT 2022","34","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [11] Mar",""
"passed","Tue Dec 27 08:49:46 GMT 2022","Tue Dec 27 08:49:47 GMT 2022","507","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkValueInColumn","checkValueInColumn(String, String) [2] Name, Kevin Hudson",""
"passed","Tue Dec 27 08:49:47 GMT 2022","Tue Dec 27 08:49:47 GMT 2022","99","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [9] Jan",""
"passed","Tue Dec 27 08:49:47 GMT 2022","Tue Dec 27 08:49:47 GMT 2022","49","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkValueInColumn","checkValueInColumn(String, String) [5] Bank Balance, $51,284",""
"passed","Tue Dec 27 08:49:51 GMT 2022","Tue Dec 27 08:50:04 GMT 2022","12444","","com.safina.lyudmila.tests.testcontainers.TestContainerDemoTest","","com.safina.lyudmila.tests.testcontainers.TestContainerDemoTest","mockServerTest","mockServerTest()",""
"skipped","Tue Dec 27 08:49:51 GMT 2022","Tue Dec 27 08:49:51 GMT 2022","0","","com.safina.lyudmila.tests.ui.playwrightframework.tests.HomePageTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.HomePageTest","homePageURLTest","homePageURLTest()",""
"passed","Tue Dec 27 08:49:48 GMT 2022","Tue Dec 27 08:49:48 GMT 2022","32","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [14] Jun",""
"passed","Tue Dec 27 08:49:48 GMT 2022","Tue Dec 27 08:49:48 GMT 2022","502","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [12] Apr",""
"passed","Tue Dec 27 08:49:45 GMT 2022","Tue Dec 27 08:49:46 GMT 2022","962","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkValueInColumn","checkValueInColumn(String, String) [1] Name, Isabelle Black",""
"passed","Tue Dec 27 08:49:47 GMT 2022","Tue Dec 27 08:49:47 GMT 2022","48","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkValueInColumn","checkValueInColumn(String, String) [4] Game Name, Checkers",""
"passed","Tue Dec 27 08:49:47 GMT 2022","Tue Dec 27 08:49:48 GMT 2022","99","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [10] Feb",""
"passed","Tue Dec 27 08:49:47 GMT 2022","Tue Dec 27 08:49:47 GMT 2022","26","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [8] Total Winnings",""
"passed","Tue Dec 27 08:49:48 GMT 2022","Tue Dec 27 08:49:49 GMT 2022","563","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [15] Jul",""
"passed","Tue Dec 27 08:49:50 GMT 2022","Tue Dec 27 08:49:51 GMT 2022","732","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [20] Dec",""
"passed","Tue Dec 27 08:49:47 GMT 2022","Tue Dec 27 08:49:47 GMT 2022","27","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [4] Game Name",""
"passed","Tue Dec 27 08:49:48 GMT 2022","Tue Dec 27 08:49:48 GMT 2022","30","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [13] May",""
