"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 27 08:51:48 GMT 2022","Tue Dec 27 08:51:48 GMT 2022","32","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [1] Name",""
"skipped","Tue Dec 27 08:51:51 GMT 2022","Tue Dec 27 08:51:51 GMT 2022","0","","com.safina.lyudmila.tests.ui.playwrightframework.tests.HomePageTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.HomePageTest","searchTest","searchTest(String)",""
"passed","Tue Dec 27 08:51:48 GMT 2022","Tue Dec 27 08:51:48 GMT 2022","219","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [12] Apr",""
"passed","Tue Dec 27 08:51:48 GMT 2022","Tue Dec 27 08:51:48 GMT 2022","25","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [8] Total Winnings",""
"skipped","Tue Dec 27 08:51:51 GMT 2022","Tue Dec 27 08:51:51 GMT 2022","0","","com.safina.lyudmila.tests.ui.playwrightframework.tests.HomePageTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.HomePageTest","homePageURLTest","homePageURLTest()",""
"passed","Tue Dec 27 08:51:50 GMT 2022","Tue Dec 27 08:51:50 GMT 2022","18","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [17] Sep",""
"passed","Tue Dec 27 08:51:49 GMT 2022","Tue Dec 27 08:51:50 GMT 2022","549","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [16] Aug",""
"passed","Tue Dec 27 08:51:49 GMT 2022","Tue Dec 27 08:51:49 GMT 2022","28","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [14] Jun",""
"passed","Tue Dec 27 08:51:51 GMT 2022","Tue Dec 27 08:52:05 GMT 2022","13144","","com.safina.lyudmila.tests.testcontainers.TestContainerDemoTest","","com.safina.lyudmila.tests.testcontainers.TestContainerDemoTest","mockServerTest","mockServerTest()",""
"passed","Tue Dec 27 08:51:48 GMT 2022","Tue Dec 27 08:51:48 GMT 2022","28","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [3] Country",""
"passed","Tue Dec 27 08:51:48 GMT 2022","Tue Dec 27 08:51:48 GMT 2022","28","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [4] Game Name",""
"passed","Tue Dec 27 08:51:50 GMT 2022","Tue Dec 27 08:51:51 GMT 2022","635","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [20] Dec",""
"passed","Tue Dec 27 08:51:46 GMT 2022","Tue Dec 27 08:51:47 GMT 2022","891","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkValueInColumn","checkValueInColumn(String, String) [1] Name, Isabelle Black",""
"passed","Tue Dec 27 08:51:50 GMT 2022","Tue Dec 27 08:51:50 GMT 2022","625","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [18] Oct",""
"passed","Tue Dec 27 08:51:48 GMT 2022","Tue Dec 27 08:51:48 GMT 2022","133","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [9] Jan",""
"passed","Tue Dec 27 08:51:48 GMT 2022","Tue Dec 27 08:51:48 GMT 2022","26","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [7] Rating",""
