"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jul 19 10:08:30 GMT 2022","Tue Jul 19 10:08:30 GMT 2022","1","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [13] May",""
"broken","Tue Jul 19 10:08:30 GMT 2022","Tue Jul 19 10:08:30 GMT 2022","1","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [20] Dec",""
"broken","Tue Jul 19 10:08:30 GMT 2022","Tue Jul 19 10:08:30 GMT 2022","1","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [16] Aug",""
"broken","Tue Jul 19 10:08:30 GMT 2022","Tue Jul 19 10:08:30 GMT 2022","4","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [6] Bank Balance",""
"passed","Tue Jul 19 08:44:17 GMT 2022","Tue Jul 19 08:44:29 GMT 2022","12773","","com.safina.lyudmila.tests.testcontainers.TestContainerDemoTest","","com.safina.lyudmila.tests.testcontainers.TestContainerDemoTest","mockServerTest","mockServerTest()",""
"broken","Tue Jul 19 10:08:30 GMT 2022","Tue Jul 19 10:08:30 GMT 2022","2","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [9] Jan",""
"skipped","Tue Jul 19 10:08:30 GMT 2022","Tue Jul 19 10:08:30 GMT 2022","0","","com.safina.lyudmila.tests.ui.playwrightframework.tests.HomePageTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.HomePageTest","homePageTitleTest","homePageTitleTest()",""
"broken","Tue Jul 19 10:08:30 GMT 2022","Tue Jul 19 10:08:30 GMT 2022","2","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [10] Feb",""
"skipped","Tue Jul 19 10:08:30 GMT 2022","Tue Jul 19 10:08:30 GMT 2022","0","","com.safina.lyudmila.tests.ui.playwrightframework.tests.HomePageTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.HomePageTest","searchTest","searchTest(String)",""
"broken","Tue Jul 19 10:08:30 GMT 2022","Tue Jul 19 10:08:30 GMT 2022","1","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [18] Oct",""
"broken","Tue Jul 19 10:08:30 GMT 2022","Tue Jul 19 10:08:30 GMT 2022","2","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [1] Name",""
"broken","Tue Jul 19 10:08:30 GMT 2022","Tue Jul 19 10:08:30 GMT 2022","2","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [5] Bought",""
"broken","Tue Jul 19 10:08:30 GMT 2022","Tue Jul 19 10:08:30 GMT 2022","3","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [7] Rating",""
"broken","Tue Jul 19 10:08:30 GMT 2022","Tue Jul 19 10:08:30 GMT 2022","4","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [4] Game Name",""
"broken","Tue Jul 19 10:08:30 GMT 2022","Tue Jul 19 10:08:30 GMT 2022","1","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [15] Jul",""
"broken","Tue Jul 19 08:44:44 GMT 2022","Tue Jul 19 10:08:30 GMT 2022","5025743","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkValueInColumn","checkValueInColumn(String, String) [2] Name, Kevin Hudson",""
"broken","Tue Jul 19 10:08:30 GMT 2022","Tue Jul 19 10:08:30 GMT 2022","3","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [2] Language",""
"broken","Tue Jul 19 10:08:30 GMT 2022","Tue Jul 19 10:08:30 GMT 2022","3","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [11] Mar",""
"broken","Tue Jul 19 10:08:30 GMT 2022","Tue Jul 19 10:08:30 GMT 2022","2","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","","com.safina.lyudmila.tests.ui.playwrightframework.tests.AgGridTest","checkColumn","checkColumn(String) [8] Total Winnings",""
